Inventarisnr.,,,Inv.srt,,Omschrijving,,Terminal-ID,,Straat,Thv,CBS,Wijk,Sector A,Sector B,Sector C,,Sector D,X-Coord.,Y-Coord.,Voeding,ICS,Online,Type,ESN no,Cr Callno,Sleutel,GSM,Deelgem.,Deelgem niveau,Man nr,Status,Mutdatum,Door user,Inv.status
FT223,,,FT,,Fietstrommel,,,,STATIONSSNGL,65,,,,,,,,51.9254112243652,4.46515989303589,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT224,,,FT,,Fietstrommel,,,,DIERGAARDESNGL,55,,,,,,,,51.9221000671387,4.46775007247925,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT225,,,FT,,Fietstrommel,,,,S GRAVENDYKWAL,80,,,,,,,,51.9161109924316,4.46301984786987,,,,,,,,,Centrum,,,A,13-07-2010,STREPE,
FT226,,,FT,,Fietstrommel,,,,AEGIDIUSSTR,88,,,,,,,,51.9239883422852,4.51064014434814,,,,,,,,,Kralingen/Crooswijk,,,A,07-06-2009,Conversie,
FT227,,,FT,,Fietstrommel,,,,1E JERICHOSTR,76,,,,,,,,51.9294090270996,4.50754022598267,,,,,,,,,Kralingen/Crooswijk,,,A,07-06-2009,Conversie,
FT228,,,FT,,Fietstrommel,,,,MILLINXSTR,126,,,,,,,,51.8911514282227,4.49293994903564,,,,,,,,,Charlois,,,A,13-07-2010,STREPE,
FT229,,,FT,,Fietstrommel,,,,MYNSHERENLN,160,,,,,,,,51.8918418884277,4.48972988128662,,,,,,,,,Charlois,,,A,13-07-2010,STREPE,
FT23,,,FT,,Fietstrommel,,,,OOSTMAASLN,123,,,,,,,,51.9181709289551,4.51174020767212,,,,,,,,,Kralingen/Crooswijk,,,A,07-06-2009,Conversie,
FT230,,,FT,,Fietstrommel,,,,PR HENDRIKLN,38,,,,,,,,51.910758972168,4.4903302192688,,,,,,,,,Feijenoord,,,A,07-06-2009,Conversie,
FT231,,,FT,,Fietstrommel,,,,VD TAKSTR,118,,,,,,,,51.9138603210449,4.49666976928711,,,,,,,,,Feijenoord,,,A,07-06-2009,Conversie,
FT232,,,FT,,Fietstrommel,,,,PERSOONSSTR,65,,,,,,,,51.9102783203125,4.50669002532959,,,,,,,,,Feijenoord,,,A,13-07-2010,STREPE,
FT233,,,FT,,Fietstrommel,,,,MILLINXSTR,110,,,,,,,,51.8914909362793,4.492919921875,,,,,,,,,Charlois,,,A,07-06-2009,Conversie,
FT234,,,FT,,Fietstrommel,,,,MILLINXSTR,110,,,,,,,,51.8914909362793,4.49292993545532,,,,,,,,,Charlois,,,A,07-06-2009,Conversie,
FT235,,,FT,,Fietstrommel,,,,PR MAURITSSNGL,21,,,,,,,,51.937858581543,4.42414999008179,,,,,,,,,Overschie,,,A,07-06-2009,Conversie,
FT236,,,FT,,Fietstrommel,,,,A CUYPSTR,2,,,,,,,,51.938648223877,4.42669010162354,,,,,,,,,Overschie,,,A,13-07-2010,STREPE,
FT237,,,FT,,Fietstrommel,,,,DE LORMESTR,3,,,,,,,,51.9399108886719,4.42678022384644,,,,,,,,,Overschie,,,A,07-06-2009,Conversie,
FT238,,,FT,,Fietstrommel,,,,DE LORMESTR,3,,,,,,,,51.9399108886719,4.42679023742676,,,,,,,,,Overschie,,,A,07-06-2009,Conversie,
FT239,,,FT,,Fietstrommel,,,,BUTTERVLIETSTR,13,,,,,,,,51.9358901977539,4.43703985214233,,,,,,,,,Overschie,,,A,13-07-2010,BEHEER-STZ,
FT24,,,FT,,Fietstrommel,,,,OOSTMAASLN,123,,,,,,,,51.9181709289551,4.51175022125244,,,,,,,,,Kralingen/Crooswijk,,,A,07-06-2009,Conversie,
FT240,,,FT,,Fietstrommel,,,,SAENREDAMPLN,5,,,,,,,,51.9384918212891,4.42211008071899,,,,,,,,,Overschie,,,A,13-07-2010,STREPE,
FT241,,,FT,,Fietstrommel,,,,SAENREDAMPLN,5,,,,,,,,51.9384918212891,4.42212009429932,,,,,,,,,Overschie,,,A,13-07-2010,BEHEER-STZ,
FT242,,,FT,,Fietstrommel,,,,PROF BOLKLN,10,,,,,,,,51.9374618530273,4.42184019088745,,,,,,,,,Overschie,,,A,07-06-2009,Conversie,
FT243,,,FT,,Fietstrommel,,,,T JACOBALN,2,,,,,,,,51.9363784790039,4.42322015762329,,,,,,,,,Overschie,,,A,07-06-2009,Conversie,
FT244,,,FT,,Fietstrommel,,,,BURG BOSSTR,51,,,,,,,,51.9431686401367,4.42648983001709,,,,,,,,,Overschie,,,A,07-06-2009,Conversie,
FT245,,,FT,,Fietstrommel,,,,BURG BOSSTR,73,,,,,,,,51.9426689147949,4.42729997634888,,,,,,,,,Overschie,,,A,07-06-2009,Conversie,
FT246,,,FT,,Fietstrommel,,,,ZESTIENHOVENSEKD,5,,,,,,,,51.9408416748047,4.42292976379395,,,,,,,,,Overschie,,,A,07-06-2009,Conversie,
FT247,,,FT,,Fietstrommel,,,,P V ASCHSTR,45,,,,,,,,51.9394683837891,4.42446994781494,,,,,,,,,Overschie,,,A,13-07-2010,BEHEER-STZ,
FT248,,,FT,,Fietstrommel,,,,P V ASCHSTR,22,,,,,,,,51.9395904541016,4.42476987838745,,,,,,,,,Overschie,,,A,07-06-2009,Conversie,
FT249,,,FT,,Fietstrommel,,,,SCHIELN,23,,,,,,,,51.943790435791,4.42196989059448,,,,,,,,,Overschie,,,A,07-06-2009,Conversie,
FT25,,,FT,,Fietstrommel,,,,BREITNERSTR,89 a,,,,,,,,51.9141006469727,4.46696996688843,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT250,,,FT,,Fietstrommel,,,,ZESTIENHOVENSEKD,250,,,,,,,,51.9391784667969,4.43407011032105,,,,,,,,,Overschie  ,,,A,07-06-2009,Conversie,
FT251,,,FT,,Fietstrommel,,,,CLEYBURCHSTR,48,,,,,,,,51.9332504272461,4.45413017272949,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT252,,,FT,,Fietstrommel,,,,VD DUSSENSTR,10,,,,,,,,51.9310493469238,4.45658016204834,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT253,,,FT,,Fietstrommel,,,,VD DUSSENSTR,12,,,,,,,,51.9310111999512,4.45643997192383,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT254,,,FT,,Fietstrommel,,,,BYLWERFFSTR,20,,,,,,,,51.9324493408203,4.45712995529175,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT255,,,FT,,Fietstrommel,,,,SOURYSTR,50,,,,,,,,51.9341201782227,4.45843982696533,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT256,,,FT,,Fietstrommel,,,,SOURYSTR,50,,,,,,,,51.9341201782227,4.45844984054565,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT257,,,FT,,Fietstrommel,,,,NOORDERHAVENKD,31,,,,,,,,51.9346694946289,4.4589900970459,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT258,,,FT,,Fietstrommel,,,,NOORDERHAVENKD,65,,,,,,,,51.9339294433594,4.45963001251221,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT259,,,FT,,Fietstrommel,,,,SONMANSSTR,138,,,,,,,,51.9324989318848,4.45989990234375,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT26,,,FT,,Fietstrommel,,,,BREITNERSTR,109 c,,,,,,,,51.9132499694824,4.46710014343262,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT260,,,FT,,Fietstrommel,,,,SONMANSSTR,140,,,,,,,,51.9324607849121,4.45992994308472,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT261,,,FT,,Fietstrommel,,,,NOBELSTR,101,,,,,,,,51.9315185546875,4.45963001251221,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT262,,,FT,,Fietstrommel,,,,DE KEMPENAERSTR,12,,,,,,,,51.9353218078613,4.46193981170654,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT263,,,FT,,Fietstrommel,,,,LUZACSTR,2,,,,,,,,51.9350090026856,4.46292018890381,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT264,,,FT,,Fietstrommel,,,,KERDYKSTR,16,,,,,,,,51.9332618713379,4.46272993087769,,,,,,,,,Noord,,,A,01-04-2011,franno,
FT265,,,FT,,Fietstrommel,,,,BERGSELN,277,,,,,,,,51.9335784912109,4.46469020843506,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT266,,,FT,,Fietstrommel,,,,BERGSELN,305,,,,,,,,51.9328498840332,4.46362018585205,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT267,,,FT,,Fietstrommel,,,,BERGSELN,338,,,,,,,,51.9336700439453,4.4651198387146,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT268,,,FT,,Fietstrommel,,,,BERGSELN,364,,,,,,,,51.9329109191895,4.46403980255127,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT269,,,FT,,Fietstrommel,,,,SCHIEWG,104,,,,,,,,51.9328193664551,4.46599006652832,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT27,,,FT,,Fietstrommel,,,,OCHTERVELTSTR,23,,,,,,,,51.9136199951172,4.46646022796631,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT270,,,FT,,Fietstrommel,,,,SCHIEWG,117,,,,,,,,51.9334182739258,4.46572017669678,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT271,,,FT,,Fietstrommel,,,,STADHOUDERSWG,86,,,,,,,,51.9309806823731,4.46093988418579,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT272,,,FT,,Fietstrommel,,,,NOLENSSTR,69,,,,,,,,51.930061340332,4.46283006668091,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT273,,,FT,,Fietstrommel,,,,NOLENSSTR,47,,,,,,,,51.9306297302246,4.46382999420166,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT274,,,FT,,Fietstrommel,,,,DOEZASTR,17,,,,,,,,51.928581237793,4.46339988708496,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT275,,,FT,,Fietstrommel,,,,STATENSNGL,48,,,,,,,,51.9290885925293,4.46258020401001,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT276,,,FT,,Fietstrommel,,,,STATENSNGL,48,,,,,,,,51.9290885925293,4.46259021759033,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT277,,,FT,,Fietstrommel,,,,STATENSNGL,29,,,,,,,,51.9301795959473,4.46572017669678,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT278,,,FT,,Fietstrommel,,,,STATIONSSNGL,107,,,,,,,,51.9263114929199,4.46345996856689,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT279,,,FT,,Fietstrommel,,,,STATIONSSNGL,97,,,,,,,,51.9260101318359,4.46377992630005,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT28,,,FT,,Fietstrommel,,,,OCHTERVELTSTR,48,,,,,,,,51.9132385253906,4.4653000831604,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT280,,,FT,,Fietstrommel,,,,KL COOLSTR,11,,,,,,,,51.926929473877,4.46703004837036,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT281,,,FT,,Fietstrommel,,,,SCHIEKD,764,,,,,,,,51.9282684326172,4.47407007217407,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT282,,,FT,,Fietstrommel,,,,SCHIEKD,42,,,,,,,,51.9305114746094,4.47060012817383,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT283,,,FT,,Fietstrommel,,,,NOORDSNGL,160,,,,,,,,51.9315910339356,4.47535991668701,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT284,,,FT,,Fietstrommel,,,,BERGWG,270,,,,,,,,51.9334716796875,4.473219871521,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT285,,,FT,,Fietstrommel,,,,BERGWG,265,,,,,,,,51.9343414306641,4.47452020645142,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT286,,,FT,,Fietstrommel,,,,BESEMERSTR,12,,,,,,,,51.9332008361816,4.45940017700195,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT287,,,FT,,Fietstrommel,,,,G SCHOLTENSTR,80,,,,,,,,51.9341812133789,4.47767019271851,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT288,,,FT,,Fietstrommel,,,,WILLEBRORDUSSTR,168,,,,,,,,51.9336013793945,4.4716100692749,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT289,,,FT,,Fietstrommel,,,,BERGSNGL,133,,,,,,,,51.9332008361816,4.47138977050781,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT29,,,FT,,Fietstrommel,,,,ROCHUSSENSTR,101,,,,,,,,51.9127883911133,4.46681022644043,,,,,,,,,Centrum,,,A,06-07-2010,STREPE,
FT290,,,FT,,Fietstrommel,,,,DE S LOHMANLN,90,,,,,,,,51.9361114501953,4.46745014190674,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT291,,,FT,,Fietstrommel,,,,BERGSNGL,96,,,,,,,,51.9372596740723,4.46979999542236,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT292,,,FT,,Fietstrommel,,,,GORDELWG,133,,,,,,,,51.9380416870117,4.46507978439331,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT293,,,FT,,Fietstrommel,,,,GORDELWG,133,,,,,,,,51.9380416870117,4.46508979797363,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT294,,,FT,,Fietstrommel,,,,GORDELWG,133,,,,,,,,51.9380416870117,4.46509981155396,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT295,,,FT,,Fietstrommel,,,,GORDELWG,123,,,,,,,,51.9387588500977,4.46702003479004,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT296,,,FT,,Fietstrommel,,,,GORDELWG,123,,,,,,,,51.9387588500977,4.46703004837036,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT297,,,FT,,Fietstrommel,,,,GORDELWG,123,,,,,,,,51.9387588500977,4.46704006195068,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT298,,,FT,,Fietstrommel,,,,BERKELSELN, 89/91,,,,,,,,51.9375,4.47061014175415,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT299,,,FT,,Fietstrommel,,,,RODENRYSELN,37,,,,,,,,51.9374694824219,4.4707498550415,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT3,,,FT,,Fietstrommel,,,,ESSENBURGSNGL,15A,,,,,,,,51.9228782653809,4.4606499671936,,,,,,,,,Delfshaven,,,A,06-07-2010,STREPE,
FT30,,,FT,,Fietstrommel,,,,ROCHUSSENSTR,107,,,,,,,,51.912540435791,4.46603012084961,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT300,,,FT,,Fietstrommel,,,,BERKELSELN,44,,,,,,,,51.9377708435059,4.47178983688355,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT301,,,FT,,Fietstrommel,,,,GORDELWG,104,,,,,,,,51.939380645752,4.47121000289917,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT302,,,FT,,Fietstrommel,,,,GORDELWG,104,,,,,,,,51.939380645752,4.47122001647949,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT303,,,FT,,Fietstrommel,,,,GORDELWG,104,,,,,,,,51.939380645752,4.47123003005981,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT304,,,FT,,Fietstrommel,,,,DELFGAAUWSTR,29,,,,,,,,51.9389610290527,4.47274017333984,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT305,,,FT,,Fietstrommel,,,,RODENRYSELN,2,,,,,,,,51.9351196289063,4.47279977798462,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT306,,,FT,,Fietstrommel,,,,VRYENBANSESTR,17/29,,,,,,,,51.9363212585449,4.47332000732422,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT307,,,FT,,Fietstrommel,,,,VRYENBANSESTR,17/29,,,,,,,,51.9363212585449,4.47332000732422,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT308,,,FT,,Fietstrommel,,,,BERGSELN,126,,,,,,,,51.9388389587402,4.47494983673096,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT309,,,FT,,Fietstrommel,,,,NOBELSTR,113,,,,,,,,51.9319305419922,4.45931005477905,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT31,,,FT,,Fietstrommel,,,,BREITNERSTR,89 c,,,,,,,,51.9141883850098,4.46703004837036,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT310,,,FT,,Fietstrommel,,,,LISSTR,2,,,,,,,,51.9388618469238,4.47569990158081,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT311,,,FT,,Fietstrommel,,,,ST AGATHASTR,9,,,,,,,,51.9390983581543,4.47688007354736,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT312,,,FT,,Fietstrommel,,,,WILLEBRORDUSPLN,23,,,,,,,,51.9372291564941,4.47720003128052,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT313,,,FT,,Fietstrommel,,,,SOETENDAALSEWG,91,,,,,,,,51.9392890930176,4.48066997528076,,,,,,,,,Noord,,,A,13-07-2010,BEHEER-STZ,
FT314,,,FT,,Fietstrommel,,,,SOETENDAALSEWG,91,,,,,,,,51.9392890930176,4.48066997528076,,,,,,,,,Noord,,,A,18-03-2011,OOMEBE,
FT315,,,FT,,Fietstrommel,,,,BLOKLANDSTR,63,,,,,,,,51.9361190795898,4.48353004455566,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT316,,,FT,,Fietstrommel,,,,BLOKLANDSTR,67,,,,,,,,51.9361610412598,4.48334980010986,,,,,,,,,Noord,,,A,13-07-2010,STREPE,
FT317,,,FT,,Fietstrommel,,,,J CATSSTR,45,,,,,,,,51.9336013793945,4.48211002349854,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT318,,,FT,,Fietstrommel,,,,SCHEPENSTR,76,,,,,,,,51.9287185668945,4.46503019332886,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT319,,,FT,,Fietstrommel,,,,SCHEPENSTR,76,,,,,,,,51.9287185668945,4.46503019332886,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT32,,,FT,,Fietstrommel,,,,KR ELLEBOOG,35,,,,,,,,51.9158706665039,4.47648000717163,,,,,,,,,Centrum,,,A,06-07-2010,STREPE,
FT320,,,FT,,Fietstrommel,,,,OOSTZEEDK,163A,,,,,,,,51.9223213195801,4.50350999832153,,,,,,,,,Kralingen/Crooswijk,,,A,13-07-2010,STREPE,
FT321,,,FT,,Fietstrommel,,,,OOSTZEEDK,25,,,,,,,,51.9187393188477,4.51572990417481,,,,,,,,,Kralingen/Crooswijk,,,A,13-07-2010,BEHEER-STZ,
FT322,,,FT,,Fietstrommel,,,,OOSTMAASLN,127,,,,,,,,51.9182014465332,4.51161003112793,,,,,,,,,Kralingen/Crooswijk,,,A,13-07-2010,STREPE,
FT323,,,FT,,Fietstrommel,,,,OOSTMAASLN,127,,,,,,,,51.9182014465332,4.51161003112793,,,,,,,,,Kralingen/Crooswijk,,,A,13-07-2010,BEHEER-STZ,
FT324,,,FT,,Fietstrommel,,,,OOSTMAASSTR,5,,,,,,,,51.9244117736816,4.50970983505249,,,,,,,,,Kralingen/Crooswijk,,,P,15-09-2010,STREPE,
FT325,,,FT,,Fietstrommel,,,,VOORSCHOTERLN,45,,,,,,,,51.9246711730957,4.51316976547241,,,,,,,,,Kralingen/Crooswijk,,,A,13-07-2010,BEHEER-STZ,
FT326,,,FT,,Fietstrommel,,,,PLANTAGEWG,5,,,,,,,,51.9292297363281,4.50512981414795,,,,,,,,,Kralingen/Crooswijk,,,A,13-07-2010,STREPE,
FT327,,,FT,,Fietstrommel,,,,PLANTAGEWG,16,,,,,,,,51.9285087585449,4.50467014312744,,,,,,,,,Kralingen/Crooswijk,,,A,13-07-2010,BEHEER-STZ,
FT328,,,FT,,Fietstrommel,,,,PLANTAGEWG,17,,,,,,,,51.9283905029297,4.50459003448486,,,,,,,,,Kralingen/Crooswijk,,,A,07-06-2009,Conversie,
FT329,,,FT,,Fietstrommel,,,,PLANTAGEWG,27,,,,,,,,51.9279899597168,4.50434017181397,,,,,,,,,Kralingen/Crooswijk,,,A,13-07-2010,BEHEER-STZ,
FT33,,,FT,,Fietstrommel,,,,2E JERICHOSTR,4,,,,,,,,51.9306602478027,4.50760984420776,,,,,,,,,Kralingen/Crooswijk,,,A,07-06-2009,Conversie,
FT330,,,FT,,Fietstrommel,,,,PLANTAGEWG,35,,,,,,,,51.9275093078613,4.50403022766113,,,,,,,,,Kralingen/Crooswijk,,,A,13-07-2010,STREPE,
FT331,,,FT,,Fietstrommel,,,,RAMLEHWG,38,,,,,,,,51.9302597045899,4.50371980667114,,,,,,,,,Kralingen/Crooswijk,,,A,07-06-2009,Conversie,
FT332,,,FT,,Fietstrommel,,,,RAMLEHWG,30,,,,,,,,51.9305801391602,4.50393009185791,,,,,,,,,Kralingen/Crooswijk,,,A,13-07-2010,STREPE,
FT333,,,FT,,Fietstrommel,,,,2E WANDELO DWSTR,7,,,,,,,,51.937671661377,4.49512004852295,,,,,,,,,Kralingen/Crooswijk,,,A,13-07-2010,BEHEER-STZ,
FT334,,,FT,,Fietstrommel,,,,KRALINGSE PLASLN,92,,,,,,,,51.9318199157715,4.50838994979858,,,,,,,,,Kralingen/Crooswijk,,,A,13-07-2010,STREPE,
FT335,,,FT,,Fietstrommel,,,,ROCHUSSENSTR,41,,,,,,,,51.9150810241699,4.46997976303101,,,,,,,,,Centrum,,,A,13-07-2010,BEHEER-STZ,
FT336,,,FT,,Fietstrommel,,,,DIERGAARDESNGL,19,,,,,,,,51.921989440918,4.466139793396,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT337,,,FT,,Fietstrommel,,,,BOOMPJES,55/56,,,,,,,,51.916259765625,4.48977994918823,,,,,,,,,Centrum,,,A,13-07-2010,BEHEER-STZ,
FT338,,,FT,,Fietstrommel,,,,PARKSTR,10,,,,,,,,51.9068908691406,4.47594976425171,,,,,,,,,Centrum,,,A,13-07-2010,STREPE,
FT339,,,FT,,Fietstrommel,,,,ZALMHAVEN,19,,,,,,,,51.9113807678223,4.48018980026245,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT34,,,FT,,Fietstrommel,,,,BERGWG,285,,,,,,,,51.9340896606445,4.47412014007568,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT340,,,FT,,Fietstrommel,,,,ZALMHAVEN,19,,,,,,,,51.9113807678223,4.48018980026245,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT341,,,FT,,Fietstrommel,,,,WESTERSTR,24,,,,,,,,51.9094314575195,4.4817099571228,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT342,,,FT,,Fietstrommel,,,,OOSTMAASSTR,5,,,,,,,,51.9244117736816,4.50970983505249,,,,,,,,,Centrum,,,A,13-07-2010,STREPE,
FT343,,,FT,,Fietstrommel,,,,KLEIWG,265,,,,,,,,51.9267082214356,4.46585988998413,,,,,,,,,Hillegersberg,,,A,13-07-2010,BEHEER-STZ,
FT344,,,FT,,Fietstrommel,,,,MAASSTR,4,,,,,,,,51.9090690612793,4.48023986816406,,,,,,,,,Centrum,,,A,13-07-2010,STREPE,
FT345,,,FT,,Fietstrommel,,,,MAASSTR,18,,,,,,,,51.9085693359375,4.481369972229,,,,,,,,,Centrum,,,A,13-07-2010,BEHEER-STZ,
FT346,,,FT,,Fietstrommel,,,,HARINGVLIET,63,,,,,,,,51.9206581115723,4.49560022354126,,,,,,,,,Centrum,,,A,13-07-2010,STREPE,
FT347,,,FT,,Fietstrommel,,,,OPPERT,,,,,,,,,,,,,,,,,,,Centrum,,,A,13-07-2010,BEHEER-STZ,
FT348,,,FT,,Fietstrommel,,,,OPPERT,,,,,,,,,,,,,,,,,,,Centrum,,,A,13-07-2010,STREPE,
FT349,,,FT,,Fietstrommel,,,,MYNSHERENPLN,to 14,,,,,,,,51.8954200744629,4.49328994750977,,,,,,,,,Charlois,,,A,18-01-2012,OOMEBE,
FT35,,,FT,,Fietstrommel,,,,VD MEYDESTR,29,,,,,,,,51.9306983947754,4.45732021331787,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
